Review #,Brand,Variety,Style,Country,Stars,Top_Ten_Y/N,Top_Ten_Year,Top_Ten_Rank,Top Ten
1111,Golden Wheat,Korean Style Stew Beef Cooking Noodle,Pack,China,3.25,N,,,
1110,GS25,Gonghwachun Jjajangmyun,Pack,South Korea,4.5,N,,,
1109,La Fonte,Spaghetti With Bolognese Sauce,Box,Indonesia,4.25,N,,,
1108,Chencun,Spicy Beef,Cup,China,3.5,N,,,
1107,Nissin,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,Hong Kong,3.5,N,,,
1106,Nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,Japan,4.5,N,,,
1105,Nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,South Korea,5,N,,,
1104,Western Family,Instant Noodles Chicken Flavour,Pack,Canada,3.5,N,,,
1103,Myojo,Ippei-chan Yomise No Yakisoba Teriyaki Mayo Flavor,Tray,Japan,5,N,,,
1102,Batchelors,Super Noodles Mild Mexican Chilli,Pack,UK,3,N,,,
1101,Eat & Go,Spicy Chicken Mi Instan Cup,Cup,Indonesia,4.25,N,,,
1100,Baltix,Instant Noodles With Chicken Flavour Broth,Pack,Estonia,3.75,N,,,
1099,Baltix,Instant Noodles With Beef Flavour Broth,Pack,Estonia,3.25,N,,,
1098,Tropicana Slim,Low Fat Noodles Hainan Chicken,Pack,Indonesia,3.75,N,,,
1097,Amianda,Homely Dried Noodles - Sesame Pate,Pack,Taiwan,3.75,N,,,
1096,Amianda,Tachia Noodles - Hot & Spicy Sauce,Pack,Taiwan,3.5,N,,,
1095,Amianda,Tachia Dried Noodles - Fried Shallot,Pack,Taiwan,3.25,N,,,
1094,Amianda,Thin Noodles - Sesame Oil,Pack,Taiwan,4.25,N,,,
1093,Amianda,Hakka Flat Noodles - Satay Sauce,Pack,Taiwan,4.5,N,,,
1092,Amianda,Tachia Dried Noodles - Rou Zhou Meat Sauce,Pack,Taiwan,5,N,,,
1091,Amianda,Homely Dried Noodles - Original Flavor ,Pack,Taiwan,4,N,,,
1090,Amianda,Dried Noodles - Spicy Sauerkraut,Pack,Taiwan,3.25,N,,,
1089,Amianda,Hakka Flat Noodles - Fried Bean Sauce,Pack,Taiwan,4.25,N,,,
1088,Amianda,Tachia Dried Noodles - Peppery,Pack,Taiwan,3.75,N,,,
1086,Sawadee,Indian Curry Flavour,Pack,UK,3,N,,,
1085,Vina Acecook,Hao Hao Mi Goreng Shrimp & Onion Flavour,Pack,Vietnam,3.5,N,,,
1084,Mr. Noodles,Noodles In A Cup Chicken Simulated Flavour,Cup,Canada,1.5,N,,,
1083,Nissin,GooTa Demi Hamburg-Men,Cup,Japan,4.75,N,,,
1082,Indomie,Mi Goreng Cabe Ijo,Pack,Indonesia,4.5,N,,,
1081,Deshome,Aloe Noodle Sesame Sauce,Pack,Taiwan,3.25,N,,,
1080,Deshome,Black Eyed Beans Noodle Basil Sauce & Sesame Sauce,Pack,Taiwan,3.5,N,,,
1079,Deshome,Aloe Noodle Vegetable Sauce,Pack,Taiwan,5,N,,,
1078,Deshome,Black Eyed Beans Noodle Spicy Soybean Sauce & Sesame Sauce,Pack,Taiwan,3.75,N,,,
1077,Deshome,Aloe Noodle Red Onion & Sesame Sauce,Pack,Taiwan,5,N,,,
1076,Deshome,Black Eyed Beans Noodle Vegetable Sauce & Sesame Sauce,Pack,Taiwan,3.75,N,,,
1075,Deshome,Aloe Noodle With Basil Sauce,Pack,Taiwan,5,N,,,
1074,Deshome,Pollen Noodles Sesame Sauce & Soy Sauce,Pack,Taiwan,4.25,N,,,
1073,Deshome,Black Eyed Bean Noodle Red Onion Sauce & Sesame Sauce,Pack,Taiwan,3.75,N,,,
1072,Deshome,Aloe Noodle With Spicy Soybean Sauce,Pack,Taiwan,4,N,,,
1071,Nissin,Raoh Soy Sauce Taste,Pack,Japan,4,N,,,
1070,HoMyeonDang,Premium Noodle House Pork & Seafood Flavor,Pack,South Korea,4,N,,,
1069,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5,N,,,
1068,Koka,Oriental Instant Noodles Stir Fried Noodles,Pack,Singapore,3.75,N,,,
1067,Nissin,Cup Noodle Red Shock,Cup,Japan,3.75,N,,,
1066,Tasty Bite,1 Step-1 Minute Asian Noodles Pad Thai,Pack,USA,3.5,N,,,
1065,Tasty Bite,1 Step-1 Minute Asian Noodles Kung Pao,Pack,USA,4.25,N,,,
1064,Tasty Bite,1 Step-1 Minute Asian Noodles Mushroom Lo Mein,Pack,USA,4,N,,,
1063,Tasty Bite,1 Step-1 Minute Asian Noodles Thai Basil,Pack,USA,3.75,N,,,
1062,Tasty Bite,1 Step-1 Minute Asian Noodles Lemongrass Ginger,Pack,USA,3.75,N,,,
1061,Tasty Bite,1 Step-1 Minute Asian Noodles Toasted Sesame,Pack,USA,4,N,,,
1060,Star Anise Foods,Happy Pho Vietnamese Brown Rice Noodle Soup Garlic Goodness,Pack,USA,3.75,N,,,
1059,Mamee,Oriental Noodles Curry Flavour,Pack,Malaysia,3.25,N,,,
1058,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Original Sauce,Pack,Taiwan,4,N,,,
1057,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Spicy Sesame Oil Sauce,Pack,Taiwan,3.5,N,,,
1056,A-Sha Dry Noodle,Dry Noodle Mandarin Noodle - Onion Oil Sauce,Pack,Taiwan,5,N,,,
1055,A-Sha Dry Noodle,Dry Noodle QQ Thin Noodle - BBQ Sauce,Pack,Taiwan,5,N,,,
1054,A-Sha Dry Noodle,No. 10 Mandarin Noodle - Black Pepper Sauce,Pack,Taiwan,3.75,N,,,
1053,A-Sha Dry Noodle,Dry Noodle Tainan Noodle - Sesame Sauce,Pack,Taiwan,4,N,,,
1052,A-Sha Dry Noodle,Dry Noodle Hakka Noodle - Chili Sauce,Pack,Taiwan,4.25,N,,,
1051,Maruchan,Seimen Japanese Instant Ramen Noodles Soy Sauce Taste,Pack,Japan,3.75,N,,,
1050,Knorr,Japanese Pork Bone Flavour Quick Serve Macaroni,Pack,Hong Kong,3,N,,,
1049,Mr. Noodles,Bowl Beef Simulated Flavor,Bowl,Canada,2,N,,,
1048,Ottogi,Cheese Bokki,Cup,South Korea,3.5,N,,,
1047,New Touch,Yakisoba Noodle,Tray,Japan,4,N,,,
1046,Myojo,Stir Fry Noodles Japanese Style Noodles With Sauce,Pack,USA,4,N,,,
1045,Nissin,Chow Mein Chicken,Tray,USA,3.5,N,,,
1044,Nongshim,Shin Ramyun Noodle Spicy Mushroom,Bowl,China,3.25,N,,,
1043,Chewy,Rice Vermicelli Satay Chicken,Pack,China,3,N,,,
1042,Nongshim,Potato Pork Ramyun,Pack,China,5,N,,,
1041,Ko-Lee,Instant Noodles Super Chow Mein,Pack,UK,4,N,,,
1040,Western Family,Instant Noodles Vegetable Flavour,Pack,Canada,1,N,,,
1039,Maruchan,Bowl Hot & Spicy Shrimp Flavor Ramen Noodles With Vegetables,Bowl,USA,4.25,N,,,
1038,Itomen,Chanponmen,Pack,Japan,4.25,N,,,
1037,Emart,Dare You Habanero Jjamppong,Pack,South Korea,4,N,,,
1036,Golden Wheat,Korean Style Spicy Shrimp Noodle Soup,Bowl,China,3.5,N,,,
1035,Wei Lih,Spicy Sichuan Flavor Instant Noodle,Bowl,Taiwan,3.5,N,,,
1034,Western Family,Instant Noodles In A Cup Spicy Chicken,Cup,Canada,2.25,N,,,
1033,Nissin,King Cup Noodle BBQ Chicken & Onion,Cup,Japan,3.75,N,,,
1032,Mama,Authentic Thai Cuisine Pad Thai,Pack,Thailand,4,N,,,
1031,HoMyeonDang,Premium Noodle House Don Ramyun,Pack,South Korea,4,N,,,
1030,Samyang Foods,60 Ingredients Assorted Vegetable SK Version,Pack,South Korea,3.75,N,,,
1029,Samyang Foods,Nagasaki Crab Jjampong,Pack,South Korea,5,N,,,
1028,Samyang Foods,Buldalk Bokkeummyeon (Hot Fried Chicken Ramyun),Pack,South Korea,4,N,,,
1027,Samyang Foods,Yukgaejang Beef Ramyun,Bowl,South Korea,4,N,,,
1026,Samyang Foods,Bajirak Kalgugsu,Pack,South Korea,3.75,N,,,
1025,Samyang Foods,Hot Chacharoni,Pack,South Korea,3.75,N,,,
1024,HoMyeonDang,Premium Noodle House Tofu Fried Noodle,Pack,South Korea,3.5,N,,,
1023,Samyang Foods,Samyang Ramyun,Pack,South Korea,4.5,N,,,
1022,HoMyeonDang,Premuim Noodle House Crab Jjampong,Pack,South Korea,5,N,,,
1021,Samyang Foods,Beef Flavor Ramyun (SK Version),Pack,South Korea,4.25,N,,,
1020,Samyang Foods,Nagasaki Jjampong,Bowl,South Korea,4.75,N,,,
1019,Samyang Foods,Kimchi Ramyun (SK Version),Pack,South Korea,4,N,,,
1018,Samyang Foods,Ganjjampong,Pack,South Korea,4.25,N,,,
1017,Samyang Foods,Sutah (SK Version),Pack,South Korea,3.75,N,,,
1016,Nissin,Big Cup Noodles Habanero Lime Chicken Flavor Ramen Noodle Soup,Cup,USA,3.5,N,,,
1015,Tradition,Oriental Style Ramen Noodle Soup,Pack,USA,2.75,N,,,
1014,Nissin,King Spa Oh Peperoncino Spaghetti (日清生タイプSpa王 ペペロンチーノ),Bowl,Japan,4.25,N,,,
1013,Vina Acecook,Oh! Ricey Hủ Tiếu Sườn Heo (Pork Spareribs Flavour),Pack,Vietnam,3.5,N,,,
1012,Unox,Good Noodles Oosterse Kip (Oriental Chicken),Pack,Holland,3.5,N,,,
1011,Maruchan,Bowl Hot & Spicy Chicken Flavor Ramen Noodles With Vegetables,Bowl,USA,4,N,,,
1010,Golden Wheat,Korean Style Spicy Beef Noodle Soup,Bowl,China,3.75,N,,,
1009,Western Family,Instant Noodles In A Cup Oriental,Cup,Canada,2,N,,,
1008,Ottogi,Sesame Flavor Noodle Bowl,Bowl,South Korea,3.5,N,,,
1007,Nissin,Demae Ramen Sesame Oil Flavour Noodles With Soup Base,Bowl,Hong Kong,4.5,N,,,
1006,Amino,Barszcz czerwony (Borscht),Pack,Poland,4,N,,,
1005,Four Seas,Chicken Flavour,Bowl,China,2.75,N,,,
1004,Wai Wai,Artificial Pork Flavour,Pack,Thailand,3,N,,,
1003,Nissin,Chow Mein Spicy Teriyaki Beef,Tray,USA,4.5,N,,,
1002,Mr. Noodles,Bowl Spicy Chicken Simulated Flavour,Bowl,Canada,2,N,,,
1001,Paldo,ДОШИРАК (Dosirac) Beef Flavor,Pack,South Korea,3.5,N,,,
1000,Maruchan,Yakisoba Beef Taco Flavor,Tray,USA,4.25,N,,,
999,Pot Noodle,Tony's Doner Kebab,Cup,UK,1.5,N,,,
998,Nongshim,Shin Ramyun Black Spicy Beef,Cup,South Korea,4.5,N,,,
997,Sakurai Foods,Miso Stew Instant Udon (Winter),Pack,Japan,4.25,N,,,
996,Maruchan,Bowl Chicken Flavor,Bowl,USA,4,N,,,
995,Ko-Lee,Instant Noodles Beef,Pack,UK,3,N,,,
994,Wai Wai,Tom Yum Shrimp Flavour,Pack,Thailand,3.25,N,,,
993,Unox,Sate,Pack,Holland,3.5,N,,,
990,Nissin,Pan Asian Kitchen Spicy Pad Thai,Tray,USA,2.75,N,,,
989,GS25,Gonghwachun Jjamppong,Pack,South Korea,4,N,,,
988,Amino,Ogorkowa,Pack,Poland,3.25,N,,,
987,Trident,Singapore Soft Noodles,Pack,Australia,2.75,N,,,
986,Paldo,Jong-Gah-Jip Kimchi Ramen,Pack,South Korea,4,N,,,
985,Ko-Lee,Go Noodles Thai Hot & Spicy Tom Yum,Cup,UK,1,N,,,
984,Sun Noodle,Ramen Shoyu Flavor,Tray,USA,5,N,,,
983,Sun Noodle,Tantanmen Spicy Sesame (Mild),Tray,USA,3.75,N,,,
982,Sun Noodle,Ramen Miso Flavor,Tray,USA,5,N,,,
981,S&S,Saimin,Pack,USA,4,N,,,
980,Sun Noodle,Cold Ramen Soy Sauce Vinaigrette,Tray,USA,4,N,,,
979,Sun Noodle,Nama Soba Buckwheat Noodle,Tray,USA,4,N,,,
978,Sun Noodle,Ramen Pork Flavor,Tray,USA,5,N,,,
977,Sun Noodle,Yakisoba,Pack,USA,4.5,N,,,
976,Nissin,Donbei Tensoba,Bowl,Japan,4,N,,,
975,Ottogi,Spaghetti Ramen,Bowl,South Korea,4.5,N,,,
974,Pot Noodle,Chilli Beef Flavour,Cup,UK,2.25,N,,,
973,Annie Chun's,Ramen House Spicy Chicken Ramen,Pack,USA,4,N,,,
972,Springlife,Spinach With Organic Noodles,Pack,China,3,N,,,
971,Annie Chun's,Soup Bowl Chinese Chicken,Bowl,USA,4.25,N,,,
970,Annie Chun's,Noodle Express Spicy Szechuan,Tray,USA,2,N,,,
969,Annie Chun's,Soup Bowl Vietnamese Pho,Bowl,USA,4,N,,,
968,Annie Chun's,Noodle Express Teriyaki,Tray,USA,3,N,,,
967,Annie Chun's,Soup Bowl South Korean Kimchi,Bowl,USA,4.5,N,,,
966,Annie Chun's,Ramen House Spring Vegetable Ramen,Pack,USA,4,N,,,
965,Annie Chun's,Noodle Express Chinese Chow Mein,Tray,USA,3.75,N,,,
964,Nissin,Raoh Backfat Rich Soy Sauce Flavor,Bowl,Japan,5,N,,,
963,Pot Noodle,Mr. Chu’s Golden Noodle No. 7 Sticky Rib,Cup,UK,3.25,N,,,
962,Nongshim,Bowl Noodle Soup Spicy Seafood Flavor (New Version),Bowl,USA,4.25,N,,,
961,Trident,Chow Mein Soft Noodles,Pack,Australia,2.75,N,,,
960,Nissin,Bowl Noodles Hot & Spicy Super Picante,Bowl,USA,3.25,N,,,
959,Sakurai Foods,ARCHE Naturküche Ramen Mit Ingwer,Pack,Japan,3.25,N,,,
958,Sakurai Foods,Soy Sauce Ramen,Bowl,Japan,4.25,N,,,
957,Sakurai Foods,100% Vegetarian Soy Sauce Flavor,Pack,Japan,4.25,N,,,
956,Sakurai Foods,Sesame Noodles,Pack,Japan,5,N,,,
955,Sakurai Foods,Miso Ramen,Bowl,Japan,4,N,,,
954,Sakurai Foods,ARCHE Naturküche Japanische Nudelsuppe,Pack,Japan,3.25,N,,,
953,Sakurai Foods,Soy Sauce Ramen,Pack,Japan,4.75,N,,,
952,Pot Noodle,Sweet & Spicy,Cup,UK,3.5,N,,,
951,Vifon,Pomidorowa (Mild Tomato),Pack,Poland,4,N,,,
950,Ottogi,Kiss Myon,Cup,South Korea,3.75,N,,,
949,Ko-Lee,Instant Noodles Chicken ,Pack,UK,3.5,N,,,
948,Trident,Hot & Spicy 2 Minute Noodles,Pack,Australia,3.5,N,,,
947,Maruchan,Yakisoba Jalapeno Cheddar,Tray,USA,4,N,,,
946,Right Foods,Dr. McDougall's Vegan Chicken Ramen,Cup,USA,1.75,N,,,
945,Pot Noodle,Jamaican Jerk!,Cup,UK,2.75,N,,,
944,Wai Wai,Oriental Style Instant Noodles (Dry method),Pack,Thailand,3,N,,,
943,Amino,Zurek,Pack,Poland,3.25,N,,,
942,Kamfen,E-men Lobster Soup,Pack,China,3.25,N,,,
941,Ko-Lee,Go Noodles Chicken Special,Pack,UK,3.75,N,,,
940,Wai Wai,Sour Soup Flavor,Pack,Thailand,3.5,N,,,
939,Pot Noodle,Sweet & Sour,Cup,UK,3.75,N,,,
938,Maruchan,Yakisoba Four Cheese,Tray,USA,3.75,N,,,
937,Mama,Shrimp (TOM YUM),Pack,Thailand,3.75,N,,,
936,Yamachan,Mild Tonkotsu,Pack,USA,5,N,,,
935,Maruchan,Beef,Cup,USA,3.5,N,,,
933,Paldo,Kokomen Spicy Chicken,Cup,South Korea,4.5,N,,,
932,Paldo,Namja Ramen (USA version),Pack,South Korea,5,N,,,
931,Kamfen,dried Mix Noodles Soya Bean Paste,Tray,China,3.75,N,,,
930,Maruchan,35% Less Sodium Beef,Cup,USA,3.5,N,,,
929,Vina Acecook,Good Artificial Minced Pork Bean Vermicelli,Pack,Vietnam,3.75,N,,,
928,Kamfen,Dried Mix Noodles Artificial Spicy Pork,Tray,China,4,N,,,
927,Paldo,Kokomen Spicy Chicken,Bowl,South Korea,4.75,N,,,
926,Ibumie,VegeMee Vegetarian Flavour,Pack,Malaysia,2.75,N,,,
925,Emart,Dare You! Habanero Ramen,Pack,South Korea,3.75,N,,,
924,Maruchan,35% Less Sodium Chicken,Pack,USA,3.75,N,,,
923,Ibumie,LadMee Hot Pepper,Pack,Malaysia,3.5,N,,,
922,Sunlee,Shitake Mushroom Vernicalli,Bowl,Thailand,1.25,N,,,
921,Ottogi,Jjajang Bokki,Bowl,South Korea,3.5,N,,,
920,Shirakiku,Hot & Spicy Udon,Pack,USA,3,N,,,
919,Maruchan,35% Less Sodium Beef,Pack,USA,3.5,N,,,
918,Nongshim,Tempura Udon Flavor Cup Ramyun,Cup,South Korea,4.5,N,,,
917,Vina Acecook,Good Chicken Abalone Bean Vermicelli,Pack,Vietnam,3.25,N,,,
916,Goku Uma,Seafood Flavor Japanese Noodles,Bowl,Japan,4.25,N,,,
915,Wai Wai,Casserole Beef Flavour,Pack,Thailand,3.5,N,,,
914,Nissin,Ramen Shop Sapporo Miso,Pack,Japan,4,N,,,
913,Nongshim,Spicy Shrimp Cup Ramyun,Cup,South Korea,4.25,N,,,
912,Maruchan,Instant Lunch Shrimp,Cup,USA,3.75,N,,,
911,Nissin,Top Ramen Cucharealo Habanero Shrimp,Pack,USA,3.75,N,,,
909,Indomie,Kriuuk Bawang,Pack,Indonesia,4.25,N,,,
908,Sapporo Ichiban,Original Flavor,Cup,USA,3.5,N,,,
907,Nongshim,Neoguri Spicy Seafood,Cup,South Korea,4,N,,,
906,Daddy,Kari 365 Curry Flavour,Pack,Malaysia,5,N,,,
905,Tradition,Vegetable Instant Noodle soup,Cup,USA,3.25,N,,,
904,Myojo,Ippei-chan Yomise-No Yakisoba Oriental,Tray,Japan,4.75,N,,,
903,Han's South Korea,Rice Noodle With Seafood Flavored Soup,Tray,South Korea,3.5,N,,,
902,Sunlee,Pho Bo Beef Flavour Rice Stick,Bowl,Thailand,3.25,N,,,
901,Sarimi,Rasa Ayam Bawang,Pack,Indonesia,3.5,N,,,
900,Maruchan,Instant Lunch Chicken,Cup,USA,3.5,N,,,
899,FMF,Chow Tomato ,Pack,Fiji,4.25,N,,,
898,Long Kow,Crystal Noodles Savory Shoyu,Cup,China,1.5,N,,,
897,FMF,Chow Masala,Pack,Fiji,4,N,,,
896,Vina Acecook,Good Tomyum Kung Bean Vermicelli,Pack,Vietnam,3.5,N,,,
895,SuperMi,Sedaaap Mi Goreng,Pack,Indonesia,5,N,,,
894,Han's South Korea,Rice Noodle With Kimchi Flavored Soup,Tray,South Korea,3,N,,,
893,Paldo,Bowl Noodle Shrimp Flavor,Bowl,South Korea,3.25,N,,,
892,ABC,Selera Pedas Hot Tomato Soup Flavor,Pack,Indonesia,4.5,N,,,
891,Vina Acecook,Hao Hao Mushroom,Pack,Vietnam,2.75,N,,,
890,Unif / Tung-I,Mushroom Flavor Ramen Noodles,Pack,Vietnam,3.5,N,,,
889,Yamachan,Rich Shoyu Ramen,Pack,USA,4,N,,,
888,Yamachan,Nagasaki Sara Udon Chicken ,Pack,USA,4.25,N,,,
887,Yamachan,Cold Noodles With Lemon Soy Dressing,Pack,USA,4,N,,,
886,Yamachan,Tonkotsu-Shoyu Rich Pork Flavor Ramen,Pack,USA,4.75,N,,,
885,Yamachan,Miso Ramen Rich Sapporo Miso,Pack,USA,5,N,,,
884,Yamachan,Miso Ramen - Mild,Pack,USA,4,N,,,
883,Yamachan,Shio Ramen Seafood Mild,Pack,USA,4.5,N,,,
882,SuperMi,GoBang,Pack,Indonesia,5,N,,,
881,Han's South Korea,Rice Noodle With Hot & Spicy,Tray,South Korea,3.25,N,,,
880,Golden Wheat,South Korean Style Seafood,Cup,China,2.75,N,,,
879,Song Hak,Rice Topokki,Bowl,South Korea,5,N,,,
878,Nissin,Top Ramen Short Cuts Lime Chili,Pack,USA,3.75,N,,,
877,Nongshim,Shin Bowl (New),Bowl,USA,4.25,N,,,
876,Sarimi,Soto Koya Pedasss,Pack,Indonesia,3.25,N,,,
875,Sunlee,Artificial Chicken Rice Vermicelli,Bowl,Thailand,2.5,N,,,
874,Fuji Mengyo,Nabeyaki Udon,Bowl,Japan,3.5,N,,,
873,Vifon,Viet Rice Noodles Chicken,Pack,Vietnam,3.5,N,,,
872,Nongshim,Chapagetti,Bowl,USA,5,N,,,
871,Dragonfly,Artificial Hot & Sour Shrimp,Pack,China,4,N,,,
870,SuperMi,Mi Keriting Rasa Ayam Bawang,Pack,Indonesia,3.75,N,,,
869,Vina Acecook,Good Chicken Bean Vermicelli,Pack,Vietnam,3.25,N,,,
868,CJ CheilJedang,Katsuobushi Udon,Bowl,South Korea,3.75,N,,,
867,Indomie,Rasa Coto Makassar,Pack,Indonesia,4,N,,,
866,Master Kong,Mianba,Pack,China,4,N,,,
865,Little Cook,Stewed Duck,Cup,Thailand,3,N,,,
864,Unif / Tung-I,Chinese Spices Tong Tsai Bean Vermicelli,Pack,Taiwan,3.5,N,,,
863,Indomie,Special Fried Curly Noodle (Local),Pack,Indonesia,5,N,,,
862,Nissin,Top Ramen Short Cuts Roast Chicken,Pack,USA,4.25,N,,,
861,Vina Acecook,Hao Hao Mi Chay Vegetarian,Pack,Vietnam,3.25,N,,,
860,Baijia,Artificial Pickled Cabbage Fish,Pack,China,2.75,N,,,
859,Tradition,Imitation Chicken Vegetarian,Cup,USA,3.75,N,,,
858,Indomie,Rasa Mi Cakalang,Pack,Indonesia,4.5,N,,,
857,Sempio,Seafood Vermicelli Anchovy,Bowl,South Korea,4.25,N,,,
856,Little Cook,Mushroom Vegetarian,Bowl,Thailand,4.75,N,,,
855,Vina Acecook,Bestcook Hot & Sour Shrimp,Bowl,Vietnam,4.25,N,,,
854,Long Kow,Crystal Noodles Hot & Sour,Bowl,China,3.5,N,,,
853,Dongwon,RaUdong Unfried Noodle With Kimchi,Bowl,South Korea,4.5,N,,,
852,SuperMi,Sedaaap Mi Kuah Rasa Kari Ayam,Pack,Indonesia,4,N,,,
851,Dragonfly,Artificial Pork Ribs,Bowl,China,3.5,N,,,
850,Nissin,Top Ramen Short Cuts Chicken,Pack,USA,4,N,,,
849,Nissin,Top Ramen Cucharealo Tomato Chicken,Pack,USA,3.5,N,,,
848,Golden Wheat,South Korean Style Spicy Pork,Cup,China,3.5,N,,,
847,Itomen,Sansai Soba Edible Wld Plant,Bowl,Japan,3.25,N,,,
846,Vifon,Mi Kim Chee,Pack,Vietnam,3.75,N,,,
845,Nongshim,Doong Ji Cold Noodle Chilled Broth,Pack,South Korea,4.25,N,,,
844,Maggi,2 Minute Noodles Perencah Asam Laksa,Pack,Malaysia,4,N,,,
843,Nissin,Top Ramen Short Cuts Beef,Pack,USA,3.5,N,,,
842,JML,Artificial Stew Beef,Bowl,China,3.75,N,,,
841,Nongshim,Chapagetti (South Korean),Pack,South Korea,4,N,,,
840,Chewy,Stir Rice Vermicelli Singaporean Laksa,Tray,China,3.75,N,,,
839,CJ CheilJedang,Mild Bean Curd Stew,Cup,South Korea,2,N,,,
838,Sarimi,Soto Koya Gurih,Pack,Indonesia,4,N,,,
837,Nissin,Top Ramen Cucharealo Picante Chicken,Pack,USA,4.5,N,,,
836,Binh Tay,Mi Chay Vegetarian,Pack,Vietnam,3.5,N,,,
835,Mr. Noodles,Shrimp,Pack,Canada,2.5,N,,,
834,Indomie,Mi Goreng Kriuuk Pedas,Pack,Indonesia,3.75,N,,,
833,Wai Wai,Vegetarian,Pack,Thailand,3.5,N,,,
832,Dragonfly,Mee Goreng Dry Ramen Noodles,Pack,China,3.75,N,,,
831,Vifon,Instant Porridge Chicken,Pack,Vietnam,3.25,N,,,
830,Seven-Eleven,Seven & I Shoyu,Cup,Japan,4.5,N,,,
829,Paldo,Kko Kko Myun King Cup,Bowl,South Korea,4.75,N,,,
828,Paldo,Seolleongtangmyeon,Pack,South Korea,3.5,N,,,
827,Paldo,Rabokki,Pack,South Korea,4.75,N,,,
826,Paldo,Namja,Pack,South Korea,5,N,,,
825,Paldo,Shoyu,Cup,Japan,3.25,N,,,
824,Paldo,Bibim Men Cucumber,Pack,South Korea,5,N,,,
822,Paldo,Speed King Bowl (Prototype),Bowl,South Korea,3.5,N,,,
821,Master Kong,Potatoes & Stewed Beef,Pack,China,5,N,,,
820,Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75,N,,,
819,Maruchan,Tempura Soba,Pack,Japan,4,N,,,
818,SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4,N,,,
817,Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75,N,,,
816,Vina Acecook,Oh! Ricey Phnom Penh Rice Noodle,Pack,Vietnam,3.75,N,,,
815,Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25,N,,,
814,Indomie,Beef,Pack,Indonesia,3.5,N,,,
813,Mr. Noodles,Spicy Chicken,Pack,Canada,2,N,,,
812,Master Kong,Spicy Beef,Pack,China,3.75,N,,,
811,Mr. Noodles,Vegetable,Pack,Canada,1.75,N,,,
810,ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,Indonesia,4.25,N,,,
809,Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4,N,,,
808,Kim's Bowl,Vegetarian Tom Yum,Bowl,Thailand,3.5,N,,,
807,SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4,N,,,
806,Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,South Korea,3.5,N,,,
805,Acecook,Super Big Ramen Soy Sauce,Bowl,Japan,1.25,N,,,
804,Little Cook,Abalone Chicken,Cup,Thailand,1.75,N,,,
803,Master Kong,Premium Taste Roasted Beef,Bowl,China,4,N,,,
802,Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5,N,,,
801,Gau Do,Hot Sour Shrimp,Pack,Vietnam,3.75,N,,,
800,Mr. Noodles,Chicken,Pack,Canada,3,N,,,
799,Nongshim,Bowl Noodle Savory Chicken (New),Bowl,USA,4.25,N,,,
798,Golden Wheat,South Korean Style Pork,Cup,China,3,N,,,
797,Golden Mie,Vegetable,Pack,Dubai,3.75,N,,,
796,Vina Acecook,Kingcook Vegetable,Pack,Vietnam,3,N,,,
795,Master Kong,Red Oil Dan Dan,Tray,China,2.75,N,,,
794,Sarimi,Soto Koya Jeruk Nipis,Pack,Indonesia,4.75,N,,,
793,Mr. Noodles,Spicy Beef,Pack,Canada,1.75,N,,,
792,Nongshim,Bowl Noodle Spicy Chicken (New),Bowl,USA,4.5,N,,,
791,Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1,N,,,
790,GreeNoodle,Shiitake & Soy Sauce,Pack,Thailand,1.5,N,,,
789,SuperMi,GoKar,Pack,Indonesia,4,N,,,
788,Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75,N,,,
787,Emart,Ramen E Ramen White Broth,Pack,South Korea,5,N,,,
786,Mr. Noodles,Beef,Pack,Canada,3,N,,,
785,Sarimi,Isi 2 Rasa Soto,Pack,Indonesia,3.5,N,,,
784,Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25,N,,,
783,Nissin,Cup Noodles Salsa Picante Chicken,Cup,USA,3,N,,,
782,Nongshim,Bowl Noodle Savory Shrimp (New),Bowl,USA,3.25,N,,,
781,Vina Acecook,Kingcook Beef,Pack,Vietnam,3,N,,,
780,Ottogi,Jin Ramen (Mild) (Import),Pack,South Korea,3.5,N,,,
779,Indomie,Mi Goreng Kriuuk Ayam,Pack,Indonesia,3.75,N,,,
778,Mamee,Express Cup Curry,Cup,Malaysia,2.5,N,,,
777,Mr. Noodles,Oriental,Pack,Canada,2.75,N,,,
